split,image_id,true_label,resnet_probability,resnet_label,densenet_probability,densenet_label,efficientnet_probability,efficientnet_label,gel_probability,gel_label
val,IMG0000198.jpg,Non_fractured,0.9022,Fractured,0.6373,Fractured,0.7178,Fractured,0.7402,Fractured
val,IMG0000208.jpg,Non_fractured,0.0035,Non_fractured,0.0021,Non_fractured,0.2803,Non_fractured,0.0749,Non_fractured
val,IMG0000224.jpg,Non_fractured,0.0112,Non_fractured,0.0004,Non_fractured,0.0357,Non_fractured,0.0129,Non_fractured
val,IMG0000226.jpg,Non_fractured,0.0338,Non_fractured,0.0005,Non_fractured,0.0061,Non_fractured,0.0123,Non_fractured
val,IMG0000227.jpg,Non_fractured,0.0000,Non_fractured,0.0000,Non_fractured,0.0482,Non_fractured,0.0125,Non_fractured
val,IMG0000240.jpg,Non_fractured,0.0060,Non_fractured,0.0001,Non_fractured,0.0149,Non_fractured,0.0058,Non_fractured
val,IMG0000251.jpg,Non_fractured,0.0059,Non_fractured,0.0000,Non_fractured,0.0034,Non_fractured,0.0027,Non_fractured
val,IMG0000253.jpg,Non_fractured,0.1565,Non_fractured,0.0439,Non_fractured,0.4972,Non_fractured,0.1297,Non_fractured
val,IMG0000258.jpg,Non_fractured,0.0252,Non_fractured,0.0020,Non_fractured,0.0137,Non_fractured,0.0122,Non_fractured
val,IMG0000259.jpg,Non_fractured,0.0131,Non_fractured,0.0018,Non_fractured,0.0094,Non_fractured,0.0073,Non_fractured
val,IMG0000269.jpg,Non_fractured,0.0491,Non_fractured,0.0004,Non_fractured,0.0235,Non_fractured,0.0214,Non_fractured
val,IMG0000270.jpg,Non_fractured,0.3002,Non_fractured,0.3545,Fractured,0.3165,Non_fractured,0.3278,Non_fractured
val,IMG0000300.jpg,Non_fractured,0.0104,Non_fractured,0.0032,Non_fractured,0.0100,Non_fractured,0.0072,Non_fractured
val,IMG0000302.jpg,Non_fractured,0.0002,Non_fractured,0.0002,Non_fractured,0.0601,Non_fractured,0.0157,Non_fractured
val,IMG0000303.jpg,Non_fractured,0.0381,Non_fractured,0.0187,Non_fractured,0.0368,Non_fractured,0.0294,Non_fractured
val,IMG0000309.jpg,Non_fractured,0.0246,Non_fractured,0.0037,Non_fractured,0.0317,Non_fractured,0.0175,Non_fractured
val,IMG0000321.jpg,Non_fractured,0.0338,Non_fractured,0.0156,Non_fractured,0.0165,Non_fractured,0.0215,Non_fractured
val,IMG0000322.jpg,Non_fractured,0.0253,Non_fractured,0.0021,Non_fractured,0.0313,Non_fractured,0.0169,Non_fractured
val,IMG0000324.jpg,Non_fractured,0.0031,Non_fractured,0.0002,Non_fractured,0.0092,Non_fractured,0.0034,Non_fractured
val,IMG0000332.jpg,Non_fractured,0.0005,Non_fractured,0.0003,Non_fractured,0.0154,Non_fractured,0.0043,Non_fractured
val,IMG0000355.jpg,Non_fractured,0.0286,Non_fractured,0.0006,Non_fractured,0.0137,Non_fractured,0.0127,Non_fractured
val,IMG0000362.jpg,Non_fractured,0.2662,Non_fractured,0.0001,Non_fractured,0.4793,Non_fractured,0.2782,Non_fractured
val,IMG0000374.jpg,Non_fractured,0.0938,Non_fractured,0.1347,Non_fractured,0.0676,Non_fractured,0.1046,Non_fractured
val,IMG0000405.jpg,Non_fractured,0.0003,Non_fractured,0.0012,Non_fractured,0.0012,Non_fractured,0.0009,Non_fractured
val,IMG0000409.jpg,Non_fractured,0.0007,Non_fractured,0.0010,Non_fractured,0.0010,Non_fractured,0.0009,Non_fractured
val,IMG0000413.jpg,Non_fractured,0.0004,Non_fractured,0.0023,Non_fractured,0.0322,Non_fractured,0.0095,Non_fractured
val,IMG0000424.jpg,Non_fractured,0.0016,Non_fractured,0.0021,Non_fractured,0.0034,Non_fractured,0.0023,Non_fractured
val,IMG0000428.jpg,Non_fractured,0.0171,Non_fractured,0.0026,Non_fractured,0.0145,Non_fractured,0.0102,Non_fractured
val,IMG0000430.jpg,Non_fractured,0.0007,Non_fractured,0.0002,Non_fractured,0.0090,Non_fractured,0.0026,Non_fractured
val,IMG0000436.jpg,Non_fractured,0.0004,Non_fractured,0.0115,Non_fractured,0.1119,Non_fractured,0.0342,Non_fractured
val,IMG0000451.jpg,Non_fractured,0.1531,Non_fractured,0.0736,Non_fractured,0.2273,Non_fractured,0.1381,Non_fractured
val,IMG0000458.jpg,Non_fractured,0.0996,Non_fractured,0.0032,Non_fractured,0.0323,Non_fractured,0.0406,Non_fractured
val,IMG0000477.jpg,Non_fractured,0.1728,Non_fractured,0.0437,Non_fractured,0.0954,Non_fractured,0.0971,Non_fractured
val,IMG0000481.jpg,Non_fractured,0.0036,Non_fractured,0.0001,Non_fractured,0.0044,Non_fractured,0.0023,Non_fractured
val,IMG0000485.jpg,Non_fractured,0.0110,Non_fractured,0.0070,Non_fractured,0.0400,Non_fractured,0.0168,Non_fractured
val,IMG0000489.jpg,Non_fractured,0.0002,Non_fractured,0.0060,Non_fractured,0.0073,Non_fractured,0.0046,Non_fractured
val,IMG0000492.jpg,Non_fractured,0.0007,Non_fractured,0.0007,Non_fractured,0.0043,Non_fractured,0.0016,Non_fractured
val,IMG0000518.jpg,Non_fractured,0.0118,Non_fractured,0.0031,Non_fractured,0.0233,Non_fractured,0.0110,Non_fractured
val,IMG0000519.jpg,Non_fractured,0.0483,Non_fractured,0.0044,Non_fractured,0.3500,Non_fractured,0.0539,Non_fractured
val,IMG0000537.jpg,Non_fractured,0.0602,Non_fractured,0.0040,Non_fractured,0.0252,Non_fractured,0.0269,Non_fractured
val,IMG0000543.jpg,Non_fractured,0.3870,Non_fractured,0.0002,Non_fractured,0.2720,Non_fractured,0.3110,Non_fractured
val,IMG0000556.jpg,Non_fractured,0.0247,Non_fractured,0.0004,Non_fractured,0.0351,Non_fractured,0.0170,Non_fractured
val,IMG0000567.jpg,Non_fractured,0.0147,Non_fractured,0.0096,Non_fractured,0.5123,Non_fractured,0.0595,Non_fractured
val,IMG0000568.jpg,Non_fractured,0.1187,Non_fractured,0.0048,Non_fractured,0.5785,Fractured,0.1906,Non_fractured
val,IMG0000581.jpg,Non_fractured,0.1201,Non_fractured,0.0121,Non_fractured,0.3404,Non_fractured,0.1308,Non_fractured
val,IMG0000582.jpg,Non_fractured,0.0470,Non_fractured,0.0059,Non_fractured,0.6536,Fractured,0.1528,Non_fractured
val,IMG0000587.jpg,Non_fractured,0.0320,Non_fractured,0.0019,Non_fractured,0.0297,Non_fractured,0.0184,Non_fractured
val,IMG0000588.jpg,Non_fractured,0.0006,Non_fractured,0.0006,Non_fractured,0.0880,Non_fractured,0.0233,Non_fractured
val,IMG0000592.jpg,Non_fractured,0.0001,Non_fractured,0.0040,Non_fractured,0.0003,Non_fractured,0.0018,Non_fractured
val,IMG0000596.jpg,Non_fractured,0.0159,Non_fractured,0.0094,Non_fractured,0.0096,Non_fractured,0.0114,Non_fractured
val,IMG0000623.jpg,Non_fractured,0.0784,Non_fractured,0.4896,Fractured,0.4787,Non_fractured,0.4680,Fractured
val,IMG0000652.jpg,Non_fractured,0.0002,Non_fractured,0.0018,Non_fractured,0.0048,Non_fractured,0.0021,Non_fractured
val,IMG0000653.jpg,Non_fractured,0.0048,Non_fractured,0.0008,Non_fractured,0.0206,Non_fractured,0.0072,Non_fractured
val,IMG0000655.jpg,Non_fractured,0.0003,Non_fractured,0.0037,Non_fractured,0.0010,Non_fractured,0.0019,Non_fractured
val,IMG0000659.jpg,Non_fractured,0.0113,Non_fractured,0.0004,Non_fractured,0.1247,Non_fractured,0.0361,Non_fractured
val,IMG0000683.jpg,Non_fractured,0.0481,Non_fractured,0.0005,Non_fractured,0.0256,Non_fractured,0.0217,Non_fractured
val,IMG0000684.jpg,Non_fractured,0.0024,Non_fractured,0.0002,Non_fractured,0.0882,Non_fractured,0.0238,Non_fractured
val,IMG0000695.jpg,Non_fractured,0.0594,Non_fractured,0.1417,Non_fractured,0.7921,Fractured,0.2310,Non_fractured
val,IMG0000697.jpg,Non_fractured,0.2783,Non_fractured,0.3138,Fractured,0.6629,Fractured,0.3336,Non_fractured
val,IMG0000703.jpg,Non_fractured,0.6354,Fractured,0.0086,Non_fractured,0.2179,Non_fractured,0.2930,Non_fractured
val,IMG0000704.jpg,Non_fractured,0.0204,Non_fractured,0.0003,Non_fractured,0.0186,Non_fractured,0.0113,Non_fractured
val,IMG0000717.jpg,Non_fractured,0.6345,Fractured,0.0221,Non_fractured,0.7191,Fractured,0.5886,Fractured
val,IMG0000726.jpg,Non_fractured,0.1586,Non_fractured,0.1123,Non_fractured,0.2033,Non_fractured,0.1503,Non_fractured
val,IMG0000733.jpg,Non_fractured,0.0279,Non_fractured,0.0019,Non_fractured,0.0274,Non_fractured,0.0166,Non_fractured
val,IMG0000747.jpg,Non_fractured,0.0633,Non_fractured,0.0000,Non_fractured,0.0025,Non_fractured,0.0202,Non_fractured
val,IMG0000769.jpg,Non_fractured,0.0015,Non_fractured,0.0000,Non_fractured,0.0145,Non_fractured,0.0043,Non_fractured
val,IMG0000779.jpg,Non_fractured,0.0017,Non_fractured,0.0022,Non_fractured,0.0186,Non_fractured,0.0063,Non_fractured
val,IMG0000784.jpg,Non_fractured,0.0001,Non_fractured,0.0001,Non_fractured,0.0197,Non_fractured,0.0052,Non_fractured
val,IMG0000793.jpg,Non_fractured,0.0482,Non_fractured,0.0450,Non_fractured,0.3153,Non_fractured,0.1163,Non_fractured
val,IMG0000813.jpg,Non_fractured,0.0281,Non_fractured,0.0006,Non_fractured,0.4232,Non_fractured,0.0513,Non_fractured
val,IMG0000824.jpg,Non_fractured,0.0192,Non_fractured,0.0009,Non_fractured,0.0085,Non_fractured,0.0086,Non_fractured
val,IMG0000840.jpg,Non_fractured,0.0197,Non_fractured,0.0011,Non_fractured,0.0869,Non_fractured,0.0292,Non_fractured
val,IMG0000841.jpg,Non_fractured,0.0031,Non_fractured,0.0004,Non_fractured,0.0012,Non_fractured,0.0015,Non_fractured
val,IMG0000842.jpg,Non_fractured,0.0026,Non_fractured,0.0012,Non_fractured,0.0013,Non_fractured,0.0016,Non_fractured
val,IMG0000849.jpg,Non_fractured,0.1151,Non_fractured,0.0030,Non_fractured,0.0041,Non_fractured,0.0380,Non_fractured
val,IMG0000850.jpg,Non_fractured,0.0136,Non_fractured,0.0004,Non_fractured,0.0005,Non_fractured,0.0045,Non_fractured
val,IMG0000858.jpg,Non_fractured,0.0189,Non_fractured,0.0013,Non_fractured,0.3085,Non_fractured,0.0866,Non_fractured
val,IMG0000863.jpg,Non_fractured,0.3976,Non_fractured,0.0654,Non_fractured,0.0838,Non_fractured,0.1109,Non_fractured
val,IMG0000874.jpg,Non_fractured,0.0896,Non_fractured,0.0003,Non_fractured,0.3742,Non_fractured,0.0697,Non_fractured
val,IMG0000882.jpg,Non_fractured,0.0159,Non_fractured,0.0001,Non_fractured,0.0113,Non_fractured,0.0079,Non_fractured
val,IMG0000884.jpg,Non_fractured,0.0201,Non_fractured,0.0416,Non_fractured,0.0310,Non_fractured,0.0322,Non_fractured
val,IMG0000900.jpg,Non_fractured,0.0216,Non_fractured,0.0008,Non_fractured,0.0206,Non_fractured,0.0124,Non_fractured
val,IMG0000903.jpg,Non_fractured,0.2917,Non_fractured,0.0492,Non_fractured,0.4574,Non_fractured,0.3450,Non_fractured
val,IMG0000928.jpg,Non_fractured,0.0144,Non_fractured,0.0005,Non_fractured,0.3375,Non_fractured,0.0379,Non_fractured
val,IMG0000930.jpg,Non_fractured,0.0170,Non_fractured,0.0011,Non_fractured,0.0460,Non_fractured,0.0177,Non_fractured
val,IMG0000941.jpg,Non_fractured,0.1279,Non_fractured,0.0018,Non_fractured,0.0507,Non_fractured,0.0535,Non_fractured
val,IMG0000943.jpg,Non_fractured,0.0000,Non_fractured,0.0001,Non_fractured,0.0008,Non_fractured,0.0003,Non_fractured
val,IMG0000945.jpg,Non_fractured,0.0002,Non_fractured,0.0002,Non_fractured,0.0210,Non_fractured,0.0056,Non_fractured
val,IMG0000959.jpg,Non_fractured,0.0132,Non_fractured,0.0002,Non_fractured,0.0448,Non_fractured,0.0158,Non_fractured
val,IMG0000964.jpg,Non_fractured,0.0086,Non_fractured,0.0003,Non_fractured,0.0028,Non_fractured,0.0035,Non_fractured
val,IMG0000980.jpg,Non_fractured,0.0062,Non_fractured,0.0003,Non_fractured,0.0354,Non_fractured,0.0113,Non_fractured
val,IMG0000982.jpg,Non_fractured,0.0241,Non_fractured,0.0033,Non_fractured,0.1465,Non_fractured,0.0470,Non_fractured
val,IMG0001001.jpg,Non_fractured,0.9016,Fractured,0.9534,Fractured,0.8181,Fractured,0.9022,Fractured
val,IMG0001035.jpg,Non_fractured,0.0000,Non_fractured,0.0000,Non_fractured,0.0167,Non_fractured,0.0044,Non_fractured
val,IMG0001036.jpg,Non_fractured,0.0001,Non_fractured,0.0001,Non_fractured,0.0036,Non_fractured,0.0010,Non_fractured
val,IMG0001042.jpg,Non_fractured,0.0392,Non_fractured,0.1166,Non_fractured,0.4784,Non_fractured,0.1218,Non_fractured
val,IMG0001043.jpg,Non_fractured,0.0179,Non_fractured,0.0001,Non_fractured,0.0191,Non_fractured,0.0105,Non_fractured
val,IMG0001048.jpg,Non_fractured,0.0253,Non_fractured,0.0104,Non_fractured,0.0038,Non_fractured,0.0133,Non_fractured
val,IMG0001051.jpg,Non_fractured,0.0081,Non_fractured,0.0015,Non_fractured,0.0234,Non_fractured,0.0092,Non_fractured
val,IMG0001053.jpg,Non_fractured,0.0155,Non_fractured,0.0001,Non_fractured,0.0522,Non_fractured,0.0184,Non_fractured
val,IMG0001069.jpg,Non_fractured,0.0006,Non_fractured,0.0002,Non_fractured,0.0038,Non_fractured,0.0013,Non_fractured
val,IMG0001075.jpg,Non_fractured,0.1182,Non_fractured,0.0170,Non_fractured,0.1828,Non_fractured,0.0914,Non_fractured
val,IMG0001076.jpg,Non_fractured,0.0112,Non_fractured,0.0011,Non_fractured,0.1308,Non_fractured,0.0379,Non_fractured
val,IMG0001084.jpg,Non_fractured,0.0042,Non_fractured,0.0108,Non_fractured,0.0060,Non_fractured,0.0075,Non_fractured
val,IMG0001088.jpg,Non_fractured,0.0116,Non_fractured,0.0007,Non_fractured,0.0233,Non_fractured,0.0099,Non_fractured
val,IMG0001092.jpg,Non_fractured,0.0002,Non_fractured,0.0012,Non_fractured,0.0089,Non_fractured,0.0028,Non_fractured
val,IMG0001094.jpg,Non_fractured,0.0353,Non_fractured,0.0000,Non_fractured,0.0439,Non_fractured,0.0223,Non_fractured
val,IMG0001096.jpg,Non_fractured,0.0009,Non_fractured,0.0007,Non_fractured,0.0167,Non_fractured,0.0049,Non_fractured
val,IMG0001098.jpg,Non_fractured,0.0004,Non_fractured,0.0001,Non_fractured,0.0016,Non_fractured,0.0006,Non_fractured
val,IMG0001099.jpg,Non_fractured,0.0047,Non_fractured,0.0012,Non_fractured,0.0081,Non_fractured,0.0041,Non_fractured
val,IMG0001104.jpg,Non_fractured,0.3257,Non_fractured,0.0138,Non_fractured,0.4380,Non_fractured,0.3515,Non_fractured
val,IMG0001119.jpg,Non_fractured,0.0010,Non_fractured,0.0004,Non_fractured,0.1487,Non_fractured,0.0391,Non_fractured
val,IMG0001138.jpg,Non_fractured,0.0294,Non_fractured,0.0017,Non_fractured,0.1663,Non_fractured,0.0531,Non_fractured
val,IMG0001145.jpg,Non_fractured,0.0002,Non_fractured,0.0028,Non_fractured,0.0061,Non_fractured,0.0028,Non_fractured
val,IMG0001146.jpg,Non_fractured,0.0003,Non_fractured,0.0073,Non_fractured,0.0060,Non_fractured,0.0048,Non_fractured
val,IMG0001153.jpg,Non_fractured,0.2646,Non_fractured,0.0064,Non_fractured,0.0485,Non_fractured,0.0972,Non_fractured
val,IMG0001162.jpg,Non_fractured,0.0629,Non_fractured,0.0027,Non_fractured,0.8500,Fractured,0.4497,Fractured
val,IMG0001167.jpg,Non_fractured,0.0010,Non_fractured,0.0035,Non_fractured,0.0085,Non_fractured,0.0041,Non_fractured
val,IMG0001168.jpg,Non_fractured,0.0015,Non_fractured,0.0041,Non_fractured,0.0059,Non_fractured,0.0037,Non_fractured
val,IMG0001201.jpg,Non_fractured,0.8700,Fractured,0.8983,Fractured,0.4690,Non_fractured,0.8723,Fractured
val,IMG0001210.jpg,Non_fractured,0.0596,Non_fractured,0.0000,Non_fractured,0.4941,Non_fractured,0.0697,Non_fractured
val,IMG0001219.jpg,Non_fractured,0.3030,Non_fractured,0.0019,Non_fractured,0.0394,Non_fractured,0.1048,Non_fractured
val,IMG0001221.jpg,Non_fractured,0.0068,Non_fractured,0.0008,Non_fractured,0.0132,Non_fractured,0.0059,Non_fractured
val,IMG0001226.jpg,Non_fractured,0.0268,Non_fractured,0.0644,Non_fractured,0.1051,Non_fractured,0.0633,Non_fractured
val,IMG0001227.jpg,Non_fractured,0.0155,Non_fractured,0.0022,Non_fractured,0.1363,Non_fractured,0.0411,Non_fractured
val,IMG0001229.jpg,Non_fractured,0.0526,Non_fractured,0.0058,Non_fractured,0.0242,Non_fractured,0.0250,Non_fractured
val,IMG0001241.jpg,Non_fractured,0.2813,Non_fractured,0.1342,Non_fractured,0.7098,Fractured,0.3443,Non_fractured
val,IMG0001249.jpg,Non_fractured,0.0000,Non_fractured,0.0000,Non_fractured,0.0026,Non_fractured,0.0007,Non_fractured
val,IMG0001254.jpg,Non_fractured,0.9466,Fractured,0.9745,Fractured,0.6547,Fractured,0.8827,Fractured
val,IMG0001255.jpg,Non_fractured,0.2019,Non_fractured,0.0036,Non_fractured,0.0046,Non_fractured,0.0652,Non_fractured
val,IMG0001262.jpg,Non_fractured,0.0099,Non_fractured,0.0000,Non_fractured,0.0356,Non_fractured,0.0123,Non_fractured
val,IMG0001299.jpg,Non_fractured,0.0064,Non_fractured,0.0019,Non_fractured,0.0231,Non_fractured,0.0088,Non_fractured
val,IMG0001303.jpg,Non_fractured,0.2580,Non_fractured,0.0000,Non_fractured,0.0424,Non_fractured,0.0908,Non_fractured
val,IMG0001314.jpg,Non_fractured,0.0176,Non_fractured,0.0015,Non_fractured,0.0379,Non_fractured,0.0159,Non_fractured
val,IMG0001316.jpg,Non_fractured,0.2673,Non_fractured,0.0086,Non_fractured,0.5578,Fractured,0.2941,Non_fractured
val,IMG0001318.jpg,Non_fractured,0.0000,Non_fractured,0.0001,Non_fractured,0.0125,Non_fractured,0.0033,Non_fractured
val,IMG0001320.jpg,Non_fractured,0.1500,Non_fractured,0.0500,Non_fractured,0.1267,Non_fractured,0.1009,Non_fractured
val,IMG0001327.jpg,Non_fractured,0.0048,Non_fractured,0.0009,Non_fractured,0.0315,Non_fractured,0.0101,Non_fractured
val,IMG0001332.jpg,Non_fractured,0.0005,Non_fractured,0.0019,Non_fractured,0.0033,Non_fractured,0.0018,Non_fractured
val,IMG0001338.jpg,Non_fractured,0.5203,Non_fractured,0.0218,Non_fractured,0.0747,Non_fractured,0.0984,Non_fractured
val,IMG0001352.jpg,Non_fractured,0.3677,Non_fractured,0.0012,Non_fractured,0.1013,Non_fractured,0.0778,Non_fractured
val,IMG0001356.jpg,Non_fractured,0.1489,Non_fractured,0.0056,Non_fractured,0.2728,Non_fractured,0.1194,Non_fractured
val,IMG0001369.jpg,Non_fractured,0.0069,Non_fractured,0.0031,Non_fractured,0.0125,Non_fractured,0.0067,Non_fractured
val,IMG0001386.jpg,Non_fractured,0.0066,Non_fractured,0.0006,Non_fractured,0.0647,Non_fractured,0.0191,Non_fractured
val,IMG0001387.jpg,Non_fractured,0.1460,Non_fractured,0.0037,Non_fractured,0.0514,Non_fractured,0.0601,Non_fractured
val,IMG0001388.jpg,Non_fractured,0.0003,Non_fractured,0.0001,Non_fractured,0.0637,Non_fractured,0.0167,Non_fractured
val,IMG0001399.jpg,Non_fractured,0.0405,Non_fractured,0.0001,Non_fractured,0.0106,Non_fractured,0.0153,Non_fractured
val,IMG0001403.jpg,Non_fractured,0.1279,Non_fractured,0.0000,Non_fractured,0.0747,Non_fractured,0.0590,Non_fractured
val,IMG0001425.jpg,Non_fractured,0.0543,Non_fractured,0.0883,Non_fractured,0.0775,Non_fractured,0.0750,Non_fractured
val,IMG0001445.jpg,Non_fractured,0.0024,Non_fractured,0.0011,Non_fractured,0.0009,Non_fractured,0.0014,Non_fractured
val,IMG0001454.jpg,Non_fractured,0.0025,Non_fractured,0.0016,Non_fractured,0.0330,Non_fractured,0.0100,Non_fractured
val,IMG0001462.jpg,Non_fractured,0.0078,Non_fractured,0.0004,Non_fractured,0.0027,Non_fractured,0.0033,Non_fractured
val,IMG0001466.jpg,Non_fractured,0.0003,Non_fractured,0.0003,Non_fractured,0.0135,Non_fractured,0.0038,Non_fractured
val,IMG0001470.jpg,Non_fractured,0.0082,Non_fractured,0.0003,Non_fractured,0.0167,Non_fractured,0.0070,Non_fractured
val,IMG0001476.jpg,Non_fractured,0.0028,Non_fractured,0.0013,Non_fractured,0.0025,Non_fractured,0.0021,Non_fractured
val,IMG0001482.jpg,Non_fractured,0.0016,Non_fractured,0.0006,Non_fractured,0.0007,Non_fractured,0.0009,Non_fractured
val,IMG0001501.jpg,Non_fractured,0.3221,Non_fractured,0.1338,Non_fractured,0.3119,Non_fractured,0.2384,Non_fractured
val,IMG0001516.jpg,Non_fractured,0.5422,Fractured,0.8967,Fractured,0.1131,Non_fractured,0.6168,Fractured
val,IMG0001527.jpg,Non_fractured,0.0001,Non_fractured,0.0003,Non_fractured,0.0078,Non_fractured,0.0022,Non_fractured
val,IMG0001541.jpg,Non_fractured,0.0113,Non_fractured,0.0001,Non_fractured,0.0882,Non_fractured,0.0265,Non_fractured
val,IMG0001544.jpg,Non_fractured,0.0375,Non_fractured,0.0003,Non_fractured,0.1686,Non_fractured,0.0556,Non_fractured
val,IMG0001551.jpg,Non_fractured,0.0002,Non_fractured,0.0001,Non_fractured,0.0155,Non_fractured,0.0041,Non_fractured
val,IMG0001561.jpg,Non_fractured,0.0005,Non_fractured,0.0001,Non_fractured,0.0040,Non_fractured,0.0012,Non_fractured
val,IMG0001564.jpg,Non_fractured,0.0220,Non_fractured,0.0010,Non_fractured,0.0396,Non_fractured,0.0175,Non_fractured
val,IMG0001583.jpg,Non_fractured,0.1681,Non_fractured,0.0681,Non_fractured,0.2279,Non_fractured,0.1406,Non_fractured
val,IMG0001609.jpg,Non_fractured,0.0446,Non_fractured,0.0001,Non_fractured,0.0823,Non_fractured,0.0352,Non_fractured
val,IMG0001611.jpg,Non_fractured,0.5395,Fractured,0.7590,Fractured,0.6059,Fractured,0.6513,Fractured
val,IMG0001630.jpg,Non_fractured,0.0532,Non_fractured,0.0009,Non_fractured,0.0522,Non_fractured,0.0304,Non_fractured
val,IMG0001631.jpg,Non_fractured,0.0213,Non_fractured,0.0000,Non_fractured,0.0170,Non_fractured,0.0110,Non_fractured
val,IMG0001676.jpg,Non_fractured,0.0030,Non_fractured,0.0000,Non_fractured,0.0093,Non_fractured,0.0034,Non_fractured
val,IMG0001690.jpg,Non_fractured,0.0068,Non_fractured,0.0074,Non_fractured,0.0002,Non_fractured,0.0054,Non_fractured
val,IMG0001696.jpg,Non_fractured,0.0002,Non_fractured,0.0001,Non_fractured,0.1844,Non_fractured,0.0481,Non_fractured
val,IMG0001701.jpg,Non_fractured,0.2338,Non_fractured,0.0110,Non_fractured,0.0747,Non_fractured,0.0965,Non_fractured
val,IMG0001725.jpg,Non_fractured,0.0017,Non_fractured,0.0371,Non_fractured,0.0124,Non_fractured,0.0197,Non_fractured
val,IMG0001752.jpg,Non_fractured,0.0029,Non_fractured,0.0017,Non_fractured,0.0028,Non_fractured,0.0024,Non_fractured
val,IMG0001766.jpg,Non_fractured,0.0661,Non_fractured,0.0559,Non_fractured,0.3284,Non_fractured,0.1299,Non_fractured
val,IMG0001770.jpg,Non_fractured,0.1800,Non_fractured,0.0478,Non_fractured,0.2344,Non_fractured,0.1372,Non_fractured
val,IMG0001771.jpg,Non_fractured,0.0381,Non_fractured,0.0000,Non_fractured,0.0236,Non_fractured,0.0179,Non_fractured
val,IMG0001777.jpg,Non_fractured,0.7284,Fractured,0.0727,Non_fractured,0.7742,Fractured,0.6711,Fractured
val,IMG0001785.jpg,Non_fractured,0.0094,Non_fractured,0.0174,Non_fractured,0.2030,Non_fractured,0.0632,Non_fractured
val,IMG0001786.jpg,Non_fractured,0.0310,Non_fractured,0.0555,Non_fractured,0.0465,Non_fractured,0.0456,Non_fractured
val,IMG0001790.jpg,Non_fractured,0.0005,Non_fractured,0.0000,Non_fractured,0.0030,Non_fractured,0.0010,Non_fractured
val,IMG0001800.jpg,Non_fractured,0.0097,Non_fractured,0.0003,Non_fractured,0.0424,Non_fractured,0.0141,Non_fractured
val,IMG0001801.jpg,Non_fractured,0.2433,Non_fractured,0.0568,Non_fractured,0.6648,Fractured,0.3010,Non_fractured
val,IMG0001804.jpg,Non_fractured,0.0000,Non_fractured,0.0002,Non_fractured,0.0297,Non_fractured,0.0078,Non_fractured
val,IMG0001811.jpg,Non_fractured,0.0468,Non_fractured,0.0044,Non_fractured,0.2518,Non_fractured,0.0818,Non_fractured
val,IMG0001822.jpg,Non_fractured,0.0407,Non_fractured,0.0003,Non_fractured,0.0495,Non_fractured,0.0256,Non_fractured
val,IMG0001825.jpg,Non_fractured,0.0020,Non_fractured,0.0003,Non_fractured,0.0213,Non_fractured,0.0063,Non_fractured
val,IMG0001827.jpg,Non_fractured,0.0175,Non_fractured,0.0029,Non_fractured,0.0932,Non_fractured,0.0309,Non_fractured
val,IMG0001836.jpg,Non_fractured,0.0402,Non_fractured,0.0050,Non_fractured,0.0034,Non_fractured,0.0155,Non_fractured
val,IMG0001856.jpg,Non_fractured,0.0981,Non_fractured,0.0050,Non_fractured,0.0444,Non_fractured,0.0440,Non_fractured
val,IMG0001861.jpg,Non_fractured,0.0332,Non_fractured,0.0211,Non_fractured,0.2391,Non_fractured,0.0816,Non_fractured
val,IMG0001875.jpg,Non_fractured,0.0005,Non_fractured,0.0025,Non_fractured,0.0021,Non_fractured,0.0018,Non_fractured
val,IMG0001877.jpg,Non_fractured,0.0003,Non_fractured,0.0012,Non_fractured,0.0142,Non_fractured,0.0043,Non_fractured
val,IMG0001885.jpg,Non_fractured,0.0007,Non_fractured,0.0014,Non_fractured,0.0078,Non_fractured,0.0028,Non_fractured
val,IMG0001891.jpg,Non_fractured,0.0420,Non_fractured,0.0007,Non_fractured,0.0289,Non_fractured,0.0208,Non_fractured
val,IMG0001895.jpg,Non_fractured,0.0008,Non_fractured,0.0063,Non_fractured,0.0003,Non_fractured,0.0030,Non_fractured
val,IMG0001905.jpg,Non_fractured,0.0000,Non_fractured,0.0001,Non_fractured,0.0087,Non_fractured,0.0023,Non_fractured
val,IMG0001910.jpg,Non_fractured,0.2705,Non_fractured,0.0079,Non_fractured,0.3587,Non_fractured,0.1803,Non_fractured
val,IMG0001911.jpg,Non_fractured,0.4492,Non_fractured,0.0011,Non_fractured,0.2777,Non_fractured,0.3449,Non_fractured
val,IMG0001925.jpg,Non_fractured,0.0094,Non_fractured,0.0028,Non_fractured,0.1976,Non_fractured,0.0555,Non_fractured
val,IMG0001932.jpg,Non_fractured,0.1130,Non_fractured,0.0006,Non_fractured,0.0547,Non_fractured,0.0494,Non_fractured
val,IMG0001935.jpg,Non_fractured,0.1181,Non_fractured,0.0093,Non_fractured,0.7725,Fractured,0.2258,Non_fractured
val,IMG0001952.jpg,Non_fractured,0.1019,Non_fractured,0.0005,Non_fractured,0.1337,Non_fractured,0.0665,Non_fractured
val,IMG0001960.jpg,Non_fractured,0.0141,Non_fractured,0.0014,Non_fractured,0.0952,Non_fractured,0.0297,Non_fractured
val,IMG0001962.jpg,Non_fractured,0.0098,Non_fractured,0.0031,Non_fractured,0.1161,Non_fractured,0.0346,Non_fractured
