image_path,split,true_label,resnet_cx,resnet_cy,densenet_cx,densenet_cy,eff_cx,eff_cy,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
data\dataset_cls\val\Fractured\IMG0003803.jpg,val,Fractured,0.815701,0.318978,0.5,0.5,0.419221,0.321115,0.245118,0.143264,0.169645
data\dataset_cls\val\Fractured\IMG0003810.jpg,val,Fractured,0.496079,0.356622,0.255244,0.775531,0.283059,0.499292,0.240684,0.248418,0.076115
data\dataset_cls\val\Fractured\IMG0003812.jpg,val,Fractured,0.34214,0.403367,0.528195,0.908341,0.562084,0.384733,0.211177,0.346592,0.199572
data\dataset_cls\val\Fractured\IMG0003813.jpg,val,Fractured,0.606539,0.354448,0.685293,0.55997,0.758288,0.381887,0.109241,0.127883,0.090187
data\dataset_cls\val\Fractured\IMG0003819.jpg,val,Fractured,0.687599,0.146115,0.5,0.5,0.50143,0.356911,0.225726,0.177237,0.065585
data\dataset_cls\val\Fractured\IMG0003820.jpg,val,Fractured,0.705853,0.320988,0.57461,0.142042,0.603336,0.388626,0.086303,0.151535,0.10759
data\dataset_cls\val\Fractured\IMG0003821.jpg,val,Fractured,0.28895,0.460585,0.0,0.088663,0.610822,0.261904,0.190517,0.350681,0.311013
data\dataset_cls\val\Fractured\IMG0003843.jpg,val,Fractured,0.591579,0.468054,0.539901,0.464564,0.622696,0.522377,0.018278,0.049263,0.053282
data\dataset_cls\val\Fractured\IMG0003844.jpg,val,Fractured,0.56463,0.460167,0.55628,0.46096,0.611358,0.491436,0.01667,0.023344,0.039689
data\dataset_cls\val\Fractured\IMG0003847.jpg,val,Fractured,0.623536,0.565581,0.5,0.5,0.694778,0.494559,0.048757,0.107982,0.092264
data\dataset_cls\val\Fractured\IMG0003848.jpg,val,Fractured,0.432854,0.275697,0.75184,0.637865,0.594293,0.46854,0.244687,0.237947,0.007946
data\dataset_cls\val\Fractured\IMG0003851.jpg,val,Fractured,0.873293,0.420847,0.732613,0.844793,0.552714,0.438951,0.21296,0.276904,0.211034
data\dataset_cls\val\Fractured\IMG0003852.jpg,val,Fractured,0.893615,0.513533,0.691436,0.902677,0.780258,0.3965,0.138887,0.313808,0.207897
data\dataset_cls\val\Fractured\IMG0003870.jpg,val,Fractured,0.57735,0.392644,0.553615,0.421319,0.632579,0.32507,0.016683,0.053906,0.07059
data\dataset_cls\val\Fractured\IMG0003871.jpg,val,Fractured,0.585234,0.487014,0.674288,0.392582,0.686814,0.442561,0.07862,0.054478,0.03808
data\dataset_cls\val\Fractured\IMG0003892.jpg,val,Fractured,0.285464,0.528271,0.504463,0.451574,0.561448,0.519827,0.167417,0.072464,0.112766
data\dataset_cls\val\Fractured\IMG0003893.jpg,val,Fractured,0.557448,0.345842,0.560913,0.45241,0.462932,0.487155,0.088025,0.041432,0.086955
data\dataset_cls\val\Fractured\IMG0003905.jpg,val,Fractured,0.67152,0.522619,0.389093,0.545661,0.651599,0.316647,0.117794,0.200134,0.166019
data\dataset_cls\val\Fractured\IMG0003906.jpg,val,Fractured,0.533355,0.507016,0.458806,0.648748,0.629314,0.424212,0.020899,0.146896,0.13559
data\dataset_cls\val\Fractured\IMG0003924.jpg,val,Fractured,0.48172,0.435975,0.523593,0.515632,0.516535,0.3905,0.027987,0.070185,0.057617
data\dataset_cls\val\Fractured\IMG0003925.jpg,val,Fractured,0.502421,0.360919,0.531161,0.44161,0.647636,0.456608,0.082577,0.036535,0.094712
data\dataset_cls\val\Fractured\IMG0003926.jpg,val,Fractured,0.56211,0.368835,0.702194,0.376686,0.709798,0.465285,0.10203,0.051717,0.080525
data\dataset_cls\val\Fractured\IMG0003927.jpg,val,Fractured,0.52551,0.462538,0.629382,0.657753,0.556367,0.566019,0.109225,0.112363,0.014588
data\dataset_cls\val\Fractured\IMG0003932.jpg,val,Fractured,0.797036,0.781184,0.614485,0.896537,0.518716,0.455198,0.168908,0.187805,0.284552
data\dataset_cls\val\Fractured\IMG0003942.jpg,val,Fractured,0.665036,0.440043,0.441489,0.615876,0.585589,0.429685,0.115078,0.17199,0.06897
data\dataset_cls\val\Fractured\IMG0003943.jpg,val,Fractured,0.573034,0.407652,0.497098,0.451942,0.707854,0.2488,0.042936,0.126234,0.166821
data\dataset_cls\val\Fractured\IMG0003952.jpg,val,Fractured,0.565069,0.223528,0.467457,0.340813,0.594741,0.357934,0.0869,0.082065,0.072722
data\dataset_cls\val\Fractured\IMG0003953.jpg,val,Fractured,0.684742,0.326591,0.578079,0.311966,0.509006,0.278413,0.096433,0.014029,0.086031
data\dataset_cls\val\Fractured\IMG0003954.jpg,val,Fractured,0.170759,0.445929,0.074723,0.341012,0.495697,0.369176,0.097411,0.177955,0.249164
data\dataset_cls\val\Fractured\IMG0003955.jpg,val,Fractured,0.676773,0.426618,0.369791,0.507028,0.467399,0.536174,0.183397,0.135942,0.059376
data\dataset_cls\val\Fractured\IMG0004007.jpg,val,Fractured,0.413422,0.31113,0.672829,0.47173,0.630225,0.451288,0.187744,0.117373,0.070456
data\dataset_cls\val\Fractured\IMG0004008.jpg,val,Fractured,0.651721,0.356496,0.58856,0.372554,0.580263,0.264202,0.051568,0.045324,0.071972
data\dataset_cls\val\Fractured\IMG0004009.jpg,val,Fractured,0.477311,0.319696,0.382207,0.338442,0.448011,0.262994,0.043355,0.062151,0.0457
data\dataset_cls\val\Fractured\IMG0004010.jpg,val,Fractured,0.465592,0.543607,0.532394,0.41664,0.428774,0.437914,0.078195,0.075291,0.054619
data\dataset_cls\val\Fractured\IMG0004042.jpg,val,Fractured,0.498988,0.430772,0.488256,0.608808,0.499195,0.41429,0.053966,0.124394,0.070431
data\dataset_cls\val\Fractured\IMG0004043.jpg,val,Fractured,0.498581,0.315369,0.568768,0.548215,0.538237,0.448413,0.127341,0.115854,0.01149
data\dataset_cls\val\Fractured\IMG0004044.jpg,val,Fractured,0.572416,0.434672,0.578594,0.441563,0.616793,0.409544,0.017915,0.016797,0.033474
data\dataset_cls\val\Fractured\IMG0004045.jpg,val,Fractured,0.624136,0.365598,0.580189,0.44646,0.639588,0.344027,0.021928,0.070141,0.048281
data\dataset_cls\val\Fractured\IMG0004061.jpg,val,Fractured,0.730027,0.799502,0.601447,0.641245,0.526564,0.49788,0.189074,0.018574,0.174957
data\dataset_cls\val\Fractured\IMG0004067.jpg,val,Fractured,0.497178,0.403569,0.409555,0.488729,0.499207,0.478594,0.06054,0.067088,0.03744
data\dataset_cls\val\Fractured\IMG0004068.jpg,val,Fractured,0.603842,0.503612,0.394681,0.442328,0.536569,0.500063,0.094645,0.123558,0.030738
data\dataset_cls\val\Fractured\IMG0004071.jpg,val,Fractured,0.684325,0.37794,0.631866,0.376318,0.616383,0.4642,0.049058,0.032281,0.064364
data\dataset_cls\val\Fractured\IMG0004072.jpg,val,Fractured,0.562604,0.408856,0.554577,0.436856,0.54132,0.49802,0.040258,0.011191,0.051415
data\dataset_cls\val\Fractured\IMG0004113.jpg,val,Fractured,0.447556,0.662814,0.591123,0.622641,0.67684,0.607577,0.128288,0.021021,0.107584
data\dataset_cls\val\Fractured\IMG0004114.jpg,val,Fractured,0.542643,0.574006,0.449064,0.610222,0.543563,0.560173,0.031775,0.068973,0.038277
data\dataset_cls\val\Fractured\IMG0004116.jpg,val,Fractured,0.510452,0.353368,0.426776,0.333441,0.466469,0.37404,0.042554,0.045805,0.020474
data\dataset_cls\val\Fractured\IMG0004117.jpg,val,Fractured,0.691871,0.312444,0.746432,0.497701,0.648732,0.501645,0.124877,0.078922,0.07968
data\dataset_cls\val\Fractured\IMG0004150.jpg,val,Fractured,0.595162,0.489778,0.483756,0.448067,0.472266,0.590218,0.080517,0.069753,0.092442
data\dataset_cls\val\Fractured\IMG0004151.jpg,val,Fractured,0.558264,0.515563,0.551754,0.511872,0.576173,0.589621,0.023761,0.029039,0.052532
data\dataset_cls\val\Fractured\IMG0004187.jpg,val,Fractured,0.485775,0.551013,0.558359,0.55094,0.604087,0.446131,0.072615,0.036041,0.088744
data\dataset_cls\val\Fractured\IMG0004206.jpg,val,Fractured,0.568135,0.319444,0.495585,0.540759,0.679524,0.609885,0.171076,0.099414,0.155101
data\dataset_cls\val\Fractured\IMG0004207.jpg,val,Fractured,0.60634,0.633898,0.520859,0.669275,0.62733,0.480802,0.044743,0.098293,0.121525
data\dataset_cls\val\Fractured\IMG0004208.jpg,val,Fractured,0.552952,0.491511,0.486051,0.471561,0.540176,0.530833,0.027333,0.048217,0.035638
data\dataset_cls\val\Fractured\IMG0004209.jpg,val,Fractured,0.481068,0.532397,0.459948,0.436023,0.512162,0.493348,0.045263,0.056765,0.02843
data\dataset_cls\val\Fractured\IMG0004217.jpg,val,Fractured,0.237362,0.247086,0.68664,0.475133,0.545033,0.399024,0.282324,0.221524,0.060852
data\dataset_cls\val\Fractured\IMG0004232.jpg,val,Fractured,0.729903,0.52478,0.523745,0.417183,0.589215,0.577043,0.117077,0.127068,0.075022
data\dataset_cls\val\Fractured\IMG0004233.jpg,val,Fractured,0.500745,0.25548,0.418328,0.177436,0.488701,0.318717,0.031871,0.0891,0.070891
data\dataset_cls\val\Fractured\IMG0004262.jpg,val,Fractured,0.230039,0.263949,0.469224,0.482308,0.430466,0.463294,0.202137,0.121837,0.08073
data\dataset_cls\val\Fractured\IMG0004266.jpg,val,Fractured,0.574433,0.525228,0.5844,0.52774,0.592747,0.582327,0.021993,0.017367,0.038275
data\dataset_cls\val\Fractured\IMG0004267.jpg,val,Fractured,0.538738,0.344865,0.495689,0.429742,0.542401,0.572049,0.104846,0.03552,0.124303
data\dataset_cls\val\Fractured\IMG0004320.jpg,val,Fractured,0.555411,0.403525,0.528504,0.310261,0.552809,0.536364,0.016455,0.107816,0.119866
data\dataset_cls\val\Fractured\IMG0004333.jpg,val,Fractured,0.520254,0.345247,0.531612,0.400639,0.497697,0.300377,0.005122,0.054035,0.05191
data\dataset_cls\val\Fractured\IMG0004334.jpg,val,Fractured,0.500196,0.365739,0.536595,0.300872,0.615672,0.25319,0.077848,0.015336,0.084014
data\dataset_cls\val\Fractured\IMG0004337.jpg,val,Fractured,0.614206,0.595144,0.43282,0.37812,0.3548,0.560371,0.169213,0.137479,0.122749
data\dataset_cls\val\Fractured\IMG0004349.jpg,val,Fractured,0.849759,0.557692,0.006748,0.91269,0.589257,0.674238,0.400013,0.514705,0.11477
data\dataset_cls\val\Fractured\IMG0004356.jpg,val,Fractured,0.41208,0.420315,0.496845,0.405199,0.507309,0.368345,0.06403,0.025805,0.04602
data\dataset_cls\val\Fractured\IMG0004369.jpg,val,Fractured,0.369871,0.813534,0.5,0.5,0.619778,0.466673,0.253979,0.093466,0.176764
data\dataset_cls\val\Fractured\IMG0004370.jpg,val,Fractured,0.536881,0.347505,0.011542,0.666667,0.425655,0.409549,0.247327,0.367373,0.12009
data\dataset_cls\val\Fractured\IMG0004374.jpg,val,Fractured,0.572416,0.434672,0.578594,0.441563,0.616793,0.409544,0.017915,0.016797,0.033474
data\dataset_cls\val\Fractured\IMG0004375.jpg,val,Fractured,0.498988,0.430772,0.488256,0.608808,0.499195,0.41429,0.053966,0.124394,0.070431
data\dataset_cls\val\Fractured\IMG0004376.jpg,val,Fractured,0.498581,0.315369,0.568768,0.548215,0.538237,0.448413,0.127341,0.115854,0.01149
data\dataset_cls\val\Non_fractured\IMG0000001.jpg,val,Non_fractured,0.502527,0.052323,0.666667,1.0,0.407614,0.656588,0.517829,0.452892,0.146567
data\dataset_cls\val\Non_fractured\IMG0000006.jpg,val,Non_fractured,0.701175,0.534079,0.0,1.0,0.541005,0.382854,0.305677,0.549347,0.285858
data\dataset_cls\val\Non_fractured\IMG0000008.jpg,val,Non_fractured,0.721863,0.105943,0.743327,0.089006,0.565876,0.320293,0.07963,0.10603,0.185524
data\dataset_cls\val\Non_fractured\IMG0000014.jpg,val,Non_fractured,0.321929,0.157556,0.80943,0.46038,0.563619,0.359885,0.295691,0.278969,0.033973
data\dataset_cls\val\Non_fractured\IMG0000023.jpg,val,Non_fractured,0.626556,0.465489,0.621388,0.380821,0.553456,0.569742,0.026894,0.093565,0.108444
data\dataset_cls\val\Non_fractured\IMG0000034.jpg,val,Non_fractured,0.76288,0.675103,0.502806,0.976324,0.696115,0.274145,0.113906,0.367025,0.370124
data\dataset_cls\val\Non_fractured\IMG0000040.jpg,val,Non_fractured,0.783828,0.740333,0.815258,0.0,0.440011,0.121468,0.464878,0.317646,0.291444
data\dataset_cls\val\Non_fractured\IMG0000041.jpg,val,Non_fractured,0.589581,0.584603,1.0,0.0,0.50677,0.427615,0.270244,0.452299,0.212148
data\dataset_cls\val\Non_fractured\IMG0000066.jpg,val,Non_fractured,0.374396,0.408437,0.356928,0.614942,0.651244,0.418739,0.112686,0.169766,0.200218
data\dataset_cls\val\Non_fractured\IMG0000104.jpg,val,Non_fractured,0.8438,0.3124,0.666667,0.333333,0.389388,0.317365,0.210692,0.035576,0.243925
data\dataset_cls\val\Non_fractured\IMG0000108.jpg,val,Non_fractured,0.724587,0.43389,0.808233,0.632847,0.473049,0.266873,0.056967,0.234418,0.264223
data\dataset_cls\val\Non_fractured\IMG0000109.jpg,val,Non_fractured,0.360586,0.795422,0.77246,0.854857,0.453991,0.564882,0.177821,0.269874,0.18903
data\dataset_cls\val\Non_fractured\IMG0000121.jpg,val,Non_fractured,0.480966,0.090751,0.0,1.0,0.505825,0.570189,0.487224,0.55446,0.177667
data\dataset_cls\val\Non_fractured\IMG0000161.jpg,val,Non_fractured,0.748586,0.39065,0.5,0.5,0.497815,0.353221,0.16817,0.11847,0.104307
data\dataset_cls\val\Non_fractured\IMG0000170.jpg,val,Non_fractured,0.384249,0.684553,0.10594,0.240921,0.608112,0.572719,0.186042,0.366734,0.252875
data\dataset_cls\val\Non_fractured\IMG0000172.jpg,val,Non_fractured,0.705117,0.295222,0.722458,0.509843,0.486558,0.427908,0.133795,0.12999,0.152427
data\dataset_cls\val\Non_fractured\IMG0000176.jpg,val,Non_fractured,0.629079,0.366071,0.65698,0.865231,0.361942,0.537917,0.23746,0.295776,0.194426
data\dataset_cls\val\Non_fractured\IMG0000177.jpg,val,Non_fractured,0.7304,0.370162,0.0,0.0,0.480954,0.593981,0.330238,0.51607,0.283312
data\dataset_cls\val\Non_fractured\IMG0000185.jpg,val,Non_fractured,0.179727,0.57579,0.54823,0.686823,0.442684,0.581503,0.214054,0.173696,0.062093
data\dataset_cls\val\Non_fractured\IMG0000197.jpg,val,Non_fractured,0.697703,0.535731,0.44084,0.39454,0.476481,0.506434,0.169191,0.128932,0.067711
data\dataset_cls\val\Non_fractured\IMG0000198.jpg,val,Non_fractured,0.615485,0.289589,0.609123,0.611833,0.539199,0.303172,0.115282,0.211366,0.109772
data\dataset_cls\val\Non_fractured\IMG0000208.jpg,val,Non_fractured,0.005035,0.045066,0.5,0.5,0.353154,0.365153,0.381728,0.290548,0.09118
data\dataset_cls\val\Non_fractured\IMG0000224.jpg,val,Non_fractured,0.383634,0.102926,0.5,0.5,0.607603,0.531714,0.297746,0.121822,0.18915
data\dataset_cls\val\Non_fractured\IMG0000226.jpg,val,Non_fractured,0.316105,0.635274,0.728392,0.979475,0.523374,0.502715,0.218236,0.342384,0.203108
data\dataset_cls\val\Non_fractured\IMG0000227.jpg,val,Non_fractured,0.321376,0.30176,0.0,1.0,0.426891,0.364465,0.263657,0.509778,0.260681
data\dataset_cls\val\Non_fractured\IMG0000240.jpg,val,Non_fractured,0.675194,0.250398,0.5,0.5,0.492319,0.463497,0.195023,0.110512,0.086601
data\dataset_cls\val\Non_fractured\IMG0000251.jpg,val,Non_fractured,0.419171,0.51474,0.897115,0.988831,0.226085,0.474356,0.172963,0.505239,0.342306
data\dataset_cls\val\Non_fractured\IMG0000253.jpg,val,Non_fractured,0.394051,0.461161,0.974101,0.540807,0.480877,0.472194,0.224338,0.361155,0.136819
data\dataset_cls\val\Non_fractured\IMG0000258.jpg,val,Non_fractured,1.0,0.0,0.5,0.5,0.524606,0.439375,0.451395,0.255932,0.19626
data\dataset_cls\val\Non_fractured\IMG0000259.jpg,val,Non_fractured,0.890636,0.429807,0.831164,0.983785,0.649845,0.379868,0.195566,0.388096,0.259423
data\dataset_cls\val\Non_fractured\IMG0000269.jpg,val,Non_fractured,0.323059,0.598512,0.0,0.0,0.389745,0.374967,0.287035,0.402182,0.160298
data\dataset_cls\val\Non_fractured\IMG0000270.jpg,val,Non_fractured,0.320741,0.282183,0.636048,0.832327,0.396205,0.639169,0.32924,0.309244,0.077359
data\dataset_cls\val\Non_fractured\IMG0000300.jpg,val,Non_fractured,0.757039,0.864434,0.0,1.0,0.452402,0.613647,0.35597,0.439083,0.218017
data\dataset_cls\val\Non_fractured\IMG0000302.jpg,val,Non_fractured,0.248317,0.0,0.707863,0.0,0.477557,0.445936,0.273513,0.273811,0.297291
data\dataset_cls\val\Non_fractured\IMG0000303.jpg,val,Non_fractured,0.293351,0.389723,0.047656,0.715639,0.391907,0.602003,0.185982,0.245231,0.15122
data\dataset_cls\val\Non_fractured\IMG0000309.jpg,val,Non_fractured,0.427152,0.729581,0.155005,0.818039,0.334317,0.575459,0.123614,0.186607,0.135339
data\dataset_cls\val\Non_fractured\IMG0000321.jpg,val,Non_fractured,0.767871,0.309069,0.0,0.513662,0.472932,0.232105,0.356815,0.444214,0.133424
data\dataset_cls\val\Non_fractured\IMG0000322.jpg,val,Non_fractured,0.971488,0.654658,0.019285,0.248703,0.692194,0.20703,0.499465,0.555146,0.209324
data\dataset_cls\val\Non_fractured\IMG0000324.jpg,val,Non_fractured,0.049785,1.0,0.0,1.0,0.408667,0.468858,0.204845,0.233878,0.436855
data\dataset_cls\val\Non_fractured\IMG0000332.jpg,val,Non_fractured,0.262134,0.323231,0.0,0.308399,0.515009,0.34925,0.004841,0.259712,0.25693
data\dataset_cls\val\Non_fractured\IMG0000355.jpg,val,Non_fractured,0.370967,0.54751,0.947586,0.261314,0.439889,0.503394,0.241713,0.402052,0.160455
data\dataset_cls\val\Non_fractured\IMG0000362.jpg,val,Non_fractured,0.44469,0.434348,0.0,0.666667,0.455532,0.461958,0.168585,0.333565,0.166289
data\dataset_cls\val\Non_fractured\IMG0000374.jpg,val,Non_fractured,0.815651,0.61525,0.229718,0.908965,0.606521,0.483545,0.270467,0.400557,0.193937
data\dataset_cls\val\Non_fractured\IMG0000405.jpg,val,Non_fractured,0.199447,0.818506,0.086834,0.137596,0.313291,0.47095,0.342822,0.35648,0.113533
data\dataset_cls\val\Non_fractured\IMG0000409.jpg,val,Non_fractured,0.309517,0.837407,0.132963,0.939742,0.294203,0.72998,0.063979,0.1533,0.116382
data\dataset_cls\val\Non_fractured\IMG0000413.jpg,val,Non_fractured,0.0,0.0,0.5,0.5,0.343352,0.543202,0.447153,0.266636,0.205136
data\dataset_cls\val\Non_fractured\IMG0000424.jpg,val,Non_fractured,0.529128,0.53222,0.581199,0.220664,0.339317,0.550414,0.10803,0.235155,0.184819
data\dataset_cls\val\Non_fractured\IMG0000428.jpg,val,Non_fractured,0.253755,0.5951,0.5,0.5,0.250862,0.569301,0.090576,0.173984,0.085253
data\dataset_cls\val\Non_fractured\IMG0000430.jpg,val,Non_fractured,0.201575,0.077662,0.5,0.5,0.454847,0.388171,0.305766,0.211707,0.095909
data\dataset_cls\val\Non_fractured\IMG0000436.jpg,val,Non_fractured,0.232202,0.682031,0.5,0.5,0.42484,0.44233,0.208129,0.121603,0.106578
data\dataset_cls\val\Non_fractured\IMG0000451.jpg,val,Non_fractured,0.206076,0.552229,0.553636,0.382214,0.669291,0.454447,0.284619,0.111786,0.193144
data\dataset_cls\val\Non_fractured\IMG0000458.jpg,val,Non_fractured,0.470111,0.543247,0.155019,0.131928,0.430766,0.553019,0.178533,0.340261,0.163818
data\dataset_cls\val\Non_fractured\IMG0000477.jpg,val,Non_fractured,0.462357,0.123337,0.39013,0.624563,0.511087,0.473978,0.284064,0.226612,0.087443
data\dataset_cls\val\Non_fractured\IMG0000481.jpg,val,Non_fractured,0.722979,0.376348,0.802917,0.483055,0.613101,0.43113,0.054747,0.104313,0.099903
data\dataset_cls\val\Non_fractured\IMG0000485.jpg,val,Non_fractured,0.437531,0.762319,0.488785,0.227746,0.37096,0.456881,0.28005,0.260733,0.06652
data\dataset_cls\val\Non_fractured\IMG0000489.jpg,val,Non_fractured,0.023844,0.789531,0.349265,0.388176,0.295669,0.434842,0.321162,0.195612,0.125832
data\dataset_cls\val\Non_fractured\IMG0000492.jpg,val,Non_fractured,0.409623,0.837419,0.5,0.5,0.165827,0.614784,0.193562,0.206755,0.195982
data\dataset_cls\val\Non_fractured\IMG0000518.jpg,val,Non_fractured,0.70905,0.581141,0.958032,0.439803,0.404882,0.577984,0.051558,0.283146,0.289295
data\dataset_cls\val\Non_fractured\IMG0000519.jpg,val,Non_fractured,0.692295,0.321697,0.5,0.5,0.44212,0.259474,0.152481,0.146623,0.143973
data\dataset_cls\val\Non_fractured\IMG0000537.jpg,val,Non_fractured,0.825148,0.466025,0.716593,0.570557,0.304821,0.435236,0.211063,0.128871,0.315595
data\dataset_cls\val\Non_fractured\IMG0000543.jpg,val,Non_fractured,0.835025,0.333327,0.543803,0.431888,0.446689,0.567472,0.252211,0.065869,0.203404
data\dataset_cls\val\Non_fractured\IMG0000556.jpg,val,Non_fractured,0.589061,0.215943,0.861381,0.175747,0.310379,0.372792,0.038942,0.285607,0.300669
data\dataset_cls\val\Non_fractured\IMG0000567.jpg,val,Non_fractured,0.977678,0.293745,0.5,0.5,0.53284,0.401579,0.324839,0.198174,0.137368
data\dataset_cls\val\Non_fractured\IMG0000568.jpg,val,Non_fractured,0.729429,0.387177,0.5,0.5,0.511092,0.243762,0.149603,0.14684,0.150064
data\dataset_cls\val\Non_fractured\IMG0000581.jpg,val,Non_fractured,0.41422,0.6852,0.0,0.126155,0.462545,0.372553,0.315123,0.396856,0.171716
data\dataset_cls\val\Non_fractured\IMG0000582.jpg,val,Non_fractured,0.129449,0.261981,0.0,0.386288,0.450039,0.417027,0.112828,0.195665,0.264236
data\dataset_cls\val\Non_fractured\IMG0000587.jpg,val,Non_fractured,0.415042,0.452698,0.080907,0.552333,0.540224,0.413545,0.07251,0.276166,0.203661
data\dataset_cls\val\Non_fractured\IMG0000588.jpg,val,Non_fractured,0.78454,0.396404,0.0,0.081874,0.403828,0.421275,0.400238,0.452136,0.121668
data\dataset_cls\val\Non_fractured\IMG0000592.jpg,val,Non_fractured,0.939381,0.81945,0.016968,0.667516,0.630666,0.406696,0.451485,0.513322,0.246468
data\dataset_cls\val\Non_fractured\IMG0000596.jpg,val,Non_fractured,0.873272,0.68056,0.13808,0.72458,0.373507,0.373088,0.420915,0.349369,0.236668
data\dataset_cls\val\Non_fractured\IMG0000623.jpg,val,Non_fractured,0.268751,0.666705,0.581104,0.75493,0.387067,0.446774,0.150119,0.214359,0.177829
data\dataset_cls\val\Non_fractured\IMG0000652.jpg,val,Non_fractured,0.138107,0.512185,0.898895,0.830755,0.269274,0.57225,0.322998,0.501803,0.178834
data\dataset_cls\val\Non_fractured\IMG0000653.jpg,val,Non_fractured,0.388719,0.812319,0.779611,0.436448,0.465027,0.483903,0.28172,0.274247,0.122798
data\dataset_cls\val\Non_fractured\IMG0000655.jpg,val,Non_fractured,0.69348,0.348926,0.076544,0.691933,0.44273,0.410968,0.31919,0.388139,0.082498
data\dataset_cls\val\Non_fractured\IMG0000659.jpg,val,Non_fractured,0.679908,0.593355,0.422893,0.382848,0.668616,0.379009,0.167494,0.181186,0.106751
data\dataset_cls\val\Non_fractured\IMG0000683.jpg,val,Non_fractured,0.521329,0.393039,0.927029,0.235156,0.485148,0.521583,0.123561,0.318992,0.211015
data\dataset_cls\val\Non_fractured\IMG0000684.jpg,val,Non_fractured,0.496333,0.713271,0.5,0.5,0.448024,0.386204,0.180727,0.037993,0.150709
data\dataset_cls\val\Non_fractured\IMG0000695.jpg,val,Non_fractured,0.770295,0.430043,0.179672,0.665329,0.445915,0.52464,0.324218,0.311908,0.024731
data\dataset_cls\val\Non_fractured\IMG0000697.jpg,val,Non_fractured,0.557709,0.187867,0.741814,0.27463,0.506836,0.392802,0.106895,0.140086,0.143801
data\dataset_cls\val\Non_fractured\IMG0000703.jpg,val,Non_fractured,0.47088,0.314076,0.561132,0.233613,0.595284,0.327069,0.075003,0.060914,0.063658
data\dataset_cls\val\Non_fractured\IMG0000704.jpg,val,Non_fractured,0.081025,0.349233,0.794104,0.367649,0.482337,0.549946,0.378577,0.345956,0.131113
data\dataset_cls\val\Non_fractured\IMG0000717.jpg,val,Non_fractured,0.495603,0.515412,0.72612,0.538077,0.672278,0.441064,0.13682,0.102839,0.070279
data\dataset_cls\val\Non_fractured\IMG0000726.jpg,val,Non_fractured,0.660618,0.545294,0.558664,0.827606,0.705324,0.419667,0.055605,0.244553,0.188949
data\dataset_cls\val\Non_fractured\IMG0000733.jpg,val,Non_fractured,0.468255,0.501745,0.246453,0.142347,0.561997,0.335376,0.180379,0.256886,0.136718
data\dataset_cls\val\Non_fractured\IMG0000747.jpg,val,Non_fractured,0.55487,0.397117,0.077402,0.810015,0.542393,0.548709,0.249153,0.386261,0.155208
data\dataset_cls\val\Non_fractured\IMG0000769.jpg,val,Non_fractured,0.160393,0.674774,0.650094,0.598732,0.200324,0.353881,0.220622,0.318173,0.232865
data\dataset_cls\val\Non_fractured\IMG0000779.jpg,val,Non_fractured,0.077419,0.034677,0.678274,0.903343,0.333922,0.5619,0.546053,0.511835,0.068501
data\dataset_cls\val\Non_fractured\IMG0000784.jpg,val,Non_fractured,0.404128,0.082212,0.5,0.5,0.548448,0.240425,0.208025,0.22634,0.072598
data\dataset_cls\val\Non_fractured\IMG0000793.jpg,val,Non_fractured,0.575238,0.443989,0.384718,0.649473,0.619421,0.580185,0.1239,0.168759,0.0956
data\dataset_cls\val\Non_fractured\IMG0000813.jpg,val,Non_fractured,0.458217,0.754235,0.203137,0.601334,0.366973,0.334392,0.223103,0.14472,0.230204
data\dataset_cls\val\Non_fractured\IMG0000824.jpg,val,Non_fractured,0.622202,0.412644,0.5,0.5,0.315252,0.274152,0.144062,0.106463,0.203991
data\dataset_cls\val\Non_fractured\IMG0000840.jpg,val,Non_fractured,0.220927,0.54318,0.269072,0.134037,0.459419,0.511328,0.175321,0.266396,0.183554
data\dataset_cls\val\Non_fractured\IMG0000841.jpg,val,Non_fractured,0.645401,0.649292,0.5,0.5,0.550214,0.574933,0.109495,0.099187,0.014992
data\dataset_cls\val\Non_fractured\IMG0000842.jpg,val,Non_fractured,0.357531,0.729905,0.046405,0.238826,0.369796,0.564442,0.240455,0.344739,0.123968
data\dataset_cls\val\Non_fractured\IMG0000849.jpg,val,Non_fractured,0.444347,0.319411,0.64871,0.471722,0.600749,0.336268,0.13282,0.127574,0.053567
data\dataset_cls\val\Non_fractured\IMG0000850.jpg,val,Non_fractured,0.455243,0.449761,0.758656,0.730518,0.242005,0.378435,0.076007,0.345284,0.28127
data\dataset_cls\val\Non_fractured\IMG0000858.jpg,val,Non_fractured,0.462371,0.41819,0.041055,0.468511,0.387084,0.487187,0.170245,0.255999,0.094861
data\dataset_cls\val\Non_fractured\IMG0000863.jpg,val,Non_fractured,0.763778,0.36179,0.5,0.5,0.440733,0.445637,0.209144,0.093636,0.127816
data\dataset_cls\val\Non_fractured\IMG0000874.jpg,val,Non_fractured,0.257271,0.568321,0.021655,0.857577,0.606691,0.429873,0.062977,0.363242,0.364194
data\dataset_cls\val\Non_fractured\IMG0000882.jpg,val,Non_fractured,0.639777,0.650835,0.928972,1.0,0.648943,0.395143,0.10422,0.370311,0.300723
data\dataset_cls\val\Non_fractured\IMG0000884.jpg,val,Non_fractured,0.530687,0.074924,0.113492,0.226915,0.558596,0.476379,0.225547,0.289263,0.268212
